setting,Graph Name,PR1,PR2,ROC1,ROC2,PR3,ROC3
hedge-5_negtype-clique-10_seed-9_am,email-Eu,0.4563562505697517,0.4696219778315788,0.8460283296541575,0.8486161970306887,0.4753302506479324,0.8516314980738432
hedge-5_negtype-clique-10_seed-9_am,email-Enron,0.3783790928675,0.3918112310050473,0.7818948412698412,0.7830853174603175,0.3947250525332092,0.7842261904761905
hedge-5_negtype-clique-10_seed-9_cn,email-Eu,0.1832682429171852,0.3022299890893301,0.6870944249664546,0.7532686231225383,0.3159603229545029,0.7480079426914253
hedge-5_negtype-clique-10_seed-9_cn,email-Enron,0.11292546119170466,0.1330857490278398,0.483234126984127,0.5478670634920635,0.13763432324101832,0.5428075396825396
hedge-5_negtype-clique-10_seed-9_gm,email-Eu,0.4525316140222541,0.5420925666452212,0.7898692810457516,0.7965350820239797,0.5410692882349132,0.7956139895251698
hedge-5_negtype-clique-10_seed-9_gm,email-Enron,0.3534799367421669,0.4323991215281231,0.7095238095238096,0.7058531746031746,0.4366705289761245,0.7071428571428571
hedge-5_negtype-clique-10_seed-9_hm,email-Eu,0.4451880227092466,0.5548062728291003,0.8813237458338743,0.8636886984374323,0.5566100783616995,0.8680978660779985
hedge-5_negtype-clique-10_seed-9_hm,email-Enron,0.3666344002298289,0.5417430189893241,0.8686507936507937,0.8374007936507937,0.5384706661666279,0.8433531746031747
hedge-5_negtype-clique-10_seed-9_jc,email-Eu,0.1315006030667565,0.1305590426972898,0.6093195688871575,0.6149053153270139,0.16610744141231934,0.6571935462926892
hedge-5_negtype-clique-10_seed-9_jc,email-Enron,0.10802832586470286,0.1087331084499784,0.5740079365079365,0.5747519841269841,0.11411141196020233,0.5900297619047619
hedge-5_negtype-clique-2_seed-9_aa,email-Eu,0.8581910888821441,0.8931034378638569,0.7134659214239202,0.7712068591274148,0.9097966927072916,0.7913962448448015
hedge-5_negtype-clique-2_seed-9_aa,email-Enron,0.6888391303455058,0.7067309955920895,0.4934895833333333,0.4817708333333334,0.6933625791332751,0.4296875
hedge-5_negtype-clique-2_seed-9_am,email-Eu,0.9269407970988882,0.9314182480052696,0.8472813110484045,0.8511287171695245,0.930955827891598,0.854476883004124
hedge-5_negtype-clique-2_seed-9_am,email-Enron,0.8695298065103068,0.7917683178258809,0.7395833333333334,0.7161458333333334,0.818799099590217,0.71875
hedge-5_negtype-clique-2_seed-9_cn,email-Eu,0.8546465263906122,0.8906634221429364,0.7129748209246798,0.7629178424137184,0.8990669980381795,0.7702952029520296
hedge-5_negtype-clique-2_seed-9_cn,email-Enron,0.6864221447041262,0.7150044916017695,0.4934895833333334,0.51953125,0.6977316616549074,0.46875
hedge-5_negtype-clique-2_seed-9_gm,email-Eu,0.9123280183178152,0.9289572992971972,0.7934664640764056,0.8061048404601693,0.9287236574162944,0.8055133492511395
hedge-5_negtype-clique-2_seed-9_gm,email-Enron,0.8569796328805177,0.8433374703404031,0.7135416666666666,0.7161458333333334,0.8031069937220932,0.7057291666666666
hedge-5_negtype-clique-2_seed-9_hm,email-Eu,0.9324650120750252,0.9307736756761094,0.8800412415888866,0.8695789016713698,0.930908311917614,0.8681191664857825
hedge-5_negtype-clique-2_seed-9_hm,email-Enron,0.8904070142853382,0.9397219703205286,0.8385416666666666,0.8776041666666666,0.9402795816529628,0.8776041666666667
hedge-5_negtype-clique-2_seed-9_jc,email-Eu,0.8116378315354308,0.8114129474973002,0.6520675059691773,0.6526128717169525,0.8274841653379641,0.6800656609507272
hedge-5_negtype-clique-2_seed-9_jc,email-Enron,0.7960211358227518,0.8296819315275321,0.6067708333333334,0.6197916666666667,0.8186411607156243,0.609375
hedge-5_negtype-clique-5_seed-9_aa,email-Eu,0.4632331666721021,0.5957213844840379,0.6924008067029048,0.7638476785652459,0.6186534468960192,0.7623381400824015
hedge-5_negtype-clique-5_seed-9_aa,email-Enron,0.3343962716464607,0.35074406935827823,0.5721914556962026,0.5907832278481013,0.40964048353584775,0.6210443037974683
hedge-5_negtype-clique-5_seed-9_am,email-Eu,0.7255962774293387,0.7385313217645217,0.8533622719246616,0.8566656856974693,0.7460044916967677,0.8604685281999792
hedge-5_negtype-clique-5_seed-9_am,email-Enron,0.6254042230867135,0.6730932746937691,0.7958860759493671,0.814873417721519,0.6626151086177926,0.8303006329113924
hedge-5_negtype-clique-5_seed-9_cn,email-Eu,0.4581790470240363,0.5957855528779701,0.6928673441124538,0.7510326143406156,0.6044431888572808,0.7504526884326421
hedge-5_negtype-clique-5_seed-9_cn,email-Enron,0.3265669344455124,0.3605176657087257,0.5747626582278481,0.6028481012658229,0.3842773978677395,0.6014636075949367
hedge-5_negtype-clique-5_seed-9_gm,email-Eu,0.7018868827195263,0.7370570195655786,0.7668875289962954,0.7735549458158779,0.7373817263229321,0.7734597340996434
hedge-5_negtype-clique-5_seed-9_gm,email-Enron,0.653548824807681,0.7739875803921439,0.8028085443037974,0.8301028481012659,0.7484368282330592,0.8360363924050633
hedge-5_negtype-clique-5_seed-9_hm,email-Eu,0.7486398235571282,0.7588464791801556,0.8891224942007409,0.8669580722224146,0.7575074455157513,0.8650945192673891
hedge-5_negtype-clique-5_seed-9_hm,email-Enron,0.6844757547337648,0.8991369727658365,0.9066455696202532,0.9454113924050632,0.8847207224976701,0.9378955696202532
hedge-5_negtype-clique-5_seed-9_jc,email-Eu,0.3581925135916354,0.3585294481262873,0.6059606862168057,0.6107900841325347,0.3951524690630829,0.643652840771388
hedge-5_negtype-clique-5_seed-9_jc,email-Enron,0.3954058060443841,0.3950513131342313,0.6669303797468354,0.667128164556962,0.41752928958326174,0.6847310126582278
hedge-5_negtype-star-1_seed-9_aa,email-Eu,0.9563125702844836,0.988472073522086,0.7165765570934255,0.9020112456747404,0.9920799954894436,0.9235726643598616
hedge-5_negtype-star-1_seed-9_aa,email-Enron,0.9034176598968175,0.9841850104457172,0.3229166666666667,0.8333333333333334,0.9852074345015464,0.84375
hedge-5_negtype-star-1_seed-9_am,email-Eu,0.9949572171104452,0.9942819719009632,0.9542171280276815,0.9489403114186852,0.9934371927180288,0.9415008650519032
hedge-5_negtype-star-1_seed-9_am,email-Enron,0.9851527885951332,0.9934580412076854,0.8541666666666667,0.9270833333333336,0.9934580412076854,0.9270833333333336
hedge-5_negtype-star-1_seed-9_cn,email-Eu,0.9532983938405122,0.9875942292749168,0.7039900519031143,0.8991673875432526,0.9911747449338836,0.9199070069204152
hedge-5_negtype-star-1_seed-9_cn,email-Enron,0.8910922990144999,1.0,0.265625,1.0,1.0,1.0
hedge-5_negtype-star-1_seed-9_gm,email-Eu,0.9923153904713228,0.9924234682874508,0.9181877162629758,0.9188365051903116,0.9923987941263414,0.9186851211072664
hedge-5_negtype-star-1_seed-9_gm,email-Enron,0.9892857142857144,0.9892857142857144,0.875,0.875,0.9892857142857144,0.875
hedge-5_negtype-star-1_seed-9_hm,email-Eu,0.9923277205207164,0.992337237791444,0.9319852941176472,0.9317257785467128,0.9927145720168988,0.9350994809688579
hedge-5_negtype-star-1_seed-9_hm,email-Enron,0.9981339126559716,0.9924982797829542,0.9791666666666666,0.9166666666666669,0.9924982797829542,0.9166666666666669
hedge-5_negtype-star-1_seed-9_jc,email-Eu,0.9626818807135248,0.9636419729373203,0.7381271626297579,0.7444204152249134,0.9684523219587964,0.7724264705882352
hedge-5_negtype-star-1_seed-9_jc,email-Enron,0.9606293382271652,0.9648243359377879,0.6302083333333334,0.6666666666666667,0.9686909084186696,0.6979166666666666
hedge-5_negtype-star-10_seed-9_aa,email-Eu,0.2791436682271882,0.6665912702024254,0.7701590702506168,0.9252738821798034,0.7286482367209071,0.9291722936415184
hedge-5_negtype-star-10_seed-9_aa,email-Enron,0.16821861783579656,0.4269745451842675,0.6138888888888889,0.8497023809523809,0.6039832100223148,0.8692460317460318
hedge-5_negtype-star-10_seed-9_am,email-Eu,0.7290281232458504,0.7272838788109196,0.9421334891572524,0.9407560706401766,0.7415708568952007,0.9425362507033721
hedge-5_negtype-star-10_seed-9_am,email-Enron,0.6439629129091179,0.6334100867404765,0.8886904761904763,0.8787698412698413,0.6487370260501316,0.8863095238095238
hedge-5_negtype-star-10_seed-9_cn,email-Eu,0.2631363043698704,0.6707422565654152,0.7584767129809983,0.924754901960784,0.7194932055369216,0.9281495909622126
hedge-5_negtype-star-10_seed-9_cn,email-Enron,0.14664833757775647,0.4469385904141021,0.5888392857142858,0.8587797619047621,0.6336959823841397,0.8754960317460317
hedge-5_negtype-star-10_seed-9_gm,email-Eu,0.8110399525899573,0.8227882267524369,0.9128568800588668,0.9117847249274986,0.8245738076380213,0.9133003289616068
hedge-5_negtype-star-10_seed-9_gm,email-Enron,0.7271786255057241,0.7597401938200183,0.9128968253968252,0.9125,0.7569614919319412,0.9127976190476189
hedge-5_negtype-star-10_seed-9_hm,email-Eu,0.7266943749152242,0.7670800578842556,0.9334555036142492,0.936222352075488,0.7663510674398928,0.9376892611349176
hedge-5_negtype-star-10_seed-9_hm,email-Enron,0.6404452360876504,0.7444502987321748,0.9122023809523808,0.9318452380952379,0.7287080347219137,0.9121031746031746
hedge-5_negtype-star-10_seed-9_jc,email-Eu,0.2654849164631965,0.3192094921672667,0.7733818118859022,0.8251263905120548,0.4339173790537632,0.8637839241656927
hedge-5_negtype-star-10_seed-9_jc,email-Enron,0.2412048174309876,0.267745477562065,0.7606646825396826,0.7843253968253968,0.30795393358611456,0.8092261904761905
hedge-5_negtype-star-2_seed-9_aa,email-Eu,0.8804964874900643,0.9630408982426056,0.7624945734751465,0.9148442587367048,0.9719855744057768,0.9244654873019318
hedge-5_negtype-star-2_seed-9_aa,email-Enron,0.8479736900614799,0.9602807804028162,0.7057291666666667,0.8932291666666666,0.9540639275606542,0.8541666666666667
hedge-5_negtype-star-2_seed-9_am,email-Eu,0.9802748460233256,0.9807652433938026,0.9508899500759714,0.9521027783807252,0.9818888712745164,0.9541648578250488
hedge-5_negtype-star-2_seed-9_am,email-Enron,0.9851755406372492,0.979123821101,0.95703125,0.9375,0.9776917322922664,0.9322916666666666
hedge-5_negtype-star-2_seed-9_cn,email-Eu,0.8728170388382742,0.9634413233398862,0.7489906663772521,0.9133465378771436,0.9695023704428892,0.9213289559366182
hedge-5_negtype-star-2_seed-9_cn,email-Enron,0.6053667505723174,0.9674383688924186,0.3294270833333333,0.90234375,0.9318043890410672,0.7981770833333334
hedge-5_negtype-star-2_seed-9_gm,email-Eu,0.9759552729155422,0.9761032104105258,0.9219475797699154,0.9221429346646408,0.9761993557005904,0.9223328630345128
hedge-5_negtype-star-2_seed-9_gm,email-Enron,0.9807993730407524,0.9807993730407524,0.9322916666666666,0.9322916666666666,0.9807993730407524,0.9322916666666666
hedge-5_negtype-star-2_seed-9_hm,email-Eu,0.9739472377618096,0.973131667633985,0.9345696765791188,0.9285109615802041,0.9741711506787296,0.9316583459952243
hedge-5_negtype-star-2_seed-9_hm,email-Enron,0.9685073722421488,0.9704257330030848,0.9192708333333334,0.921875,0.9730239724611418,0.9296875
hedge-5_negtype-star-2_seed-9_jc,email-Eu,0.8909903557396197,0.9011818137353051,0.7759849142609073,0.8009767744736271,0.9157312582931536,0.8277593878879965
hedge-5_negtype-star-2_seed-9_jc,email-Enron,0.9441878299877804,0.9534319730993182,0.84375,0.8697916666666667,0.9729478394420163,0.921875
hedge-5_negtype-star-5_seed-9_aa,email-Eu,0.5460411941935263,0.8478359044938036,0.7553578229408302,0.9179041304573624,0.8628518377179657,0.9210855001211786
hedge-5_negtype-star-5_seed-9_aa,email-Enron,0.3937551615773373,0.6302903661339562,0.5799050632911392,0.857001582278481,0.7923124783574305,0.8931962025316456
hedge-5_negtype-star-5_seed-9_am,email-Eu,0.8911306886941458,0.8910514364984011,0.9467312086694596,0.9464953432815152,0.8951465787944233,0.9484601668801718
hedge-5_negtype-star-5_seed-9_am,email-Enron,0.6715844634132212,0.6897256210375461,0.8615506329113924,0.8872626582278481,0.6847982693146345,0.8916139240506329
hedge-5_negtype-star-5_seed-9_cn,email-Eu,0.5288033083003777,0.8507186161214109,0.7431689921407056,0.9178366166949418,0.8639260986980228,0.9205285115812072
hedge-5_negtype-star-5_seed-9_cn,email-Enron,0.3740424069560793,0.6607225791600058,0.5476661392405063,0.8670886075949367,0.6444064227199189,0.8860759493670887
hedge-5_negtype-star-5_seed-9_gm,email-Eu,0.9021312521025124,0.914017396147294,0.9103495135546862,0.9121135269881938,0.9152963988360564,0.9123671363778001
hedge-5_negtype-star-5_seed-9_gm,email-Enron,0.7649331199662295,0.7649331199662295,0.8720332278481012,0.8720332278481012,0.7649331199662295,0.8720332278481012
hedge-5_negtype-star-5_seed-9_hm,email-Eu,0.8633955702541953,0.8730865938408957,0.9273530277325762,0.928114721462452,0.8742351425346454,0.9311221133538761
hedge-5_negtype-star-5_seed-9_hm,email-Enron,0.7483689021099915,0.7836958671520862,0.9064477848101266,0.9268196202531644,0.7729111170502049,0.9303797468354429
hedge-5_negtype-star-5_seed-9_jc,email-Eu,0.5537246767762344,0.6079453140840781,0.7632037011390784,0.8089923138178168,0.6768884681831433,0.8440003635356438
hedge-5_negtype-star-5_seed-9_jc,email-Enron,0.6629600427901721,0.6737169632309539,0.7678006329113923,0.7869857594936709,0.7275795418710929,0.8188291139240507
hedge-5_negtype-tailed-1_seed-9_aa,email-Eu,0.9259739403690224,0.9644482821624994,0.5928416955017302,0.7505730968858133,0.988643171076752,0.8901275951557094
hedge-5_negtype-tailed-1_seed-9_aa,email-Enron,0.9915949973739496,0.9823671918948969,0.90625,0.8125,0.9915976085036288,0.90625
hedge-5_negtype-tailed-1_seed-9_am,email-Eu,0.9975085693277348,0.997629463494532,0.9741782006920414,0.9753892733564014,0.9976424818462016,0.9755622837370242
hedge-5_negtype-tailed-1_seed-9_am,email-Enron,0.997282037815126,0.997282037815126,0.96875,0.96875,0.997282037815126,0.96875
hedge-5_negtype-tailed-1_seed-9_cn,email-Eu,0.9195058655908456,0.9350251663434828,0.5714316608996539,0.6812824394463669,0.9888038095017632,0.8913494809688578
hedge-5_negtype-tailed-1_seed-9_cn,email-Enron,0.9915949973739496,0.9756626386655592,0.90625,0.75,0.9886206679794352,0.875
hedge-5_negtype-tailed-1_seed-9_gm,email-Eu,0.9939171122994652,0.9939171122994652,0.9330882352941176,0.9330882352941176,0.9939171122994652,0.9330882352941176
hedge-5_negtype-tailed-1_seed-9_gm,email-Enron,0.9919642857142856,0.9919642857142856,0.90625,0.90625,0.9919642857142856,0.90625
hedge-5_negtype-tailed-1_seed-9_hm,email-Eu,0.9868599705094696,0.9880779123727156,0.8740051903114187,0.8848832179930796,0.9882843054799922,0.8861159169550175
hedge-5_negtype-tailed-1_seed-9_hm,email-Enron,1.0,1.0,1.0,1.0,0.9855460712052416,0.8437500000000001
hedge-5_negtype-tailed-1_seed-9_jc,email-Eu,0.9399470295467436,0.9423699914424416,0.6611267301038062,0.6724589100346021,0.9498197747657288,0.7008109861591696
hedge-5_negtype-tailed-1_seed-9_jc,email-Enron,0.9140068025162368,0.9140642815109588,0.34375,0.34375,0.926592183296673,0.40625
hedge-5_negtype-tailed-10_seed-9_aa,email-Eu,0.2370546378537517,0.4853976072310728,0.7559599288508811,0.8819769630924765,0.8465328222934293,0.9274923830627012
hedge-5_negtype-tailed-10_seed-9_aa,email-Enron,0.272473261872345,0.38516590785562266,0.7535714285714286,0.8201388888888889,0.9027820728308732,0.9579365079365079
hedge-5_negtype-tailed-10_seed-9_am,email-Eu,0.5146326202736543,0.6357265748125265,0.8715019431845723,0.8801841697538345,0.6572228713617032,0.9001818760170343
hedge-5_negtype-tailed-10_seed-9_am,email-Enron,0.6641412017689978,0.6804545706970104,0.9223214285714284,0.9215277777777778,0.6808418357875584,0.9220238095238096
hedge-5_negtype-tailed-10_seed-9_cn,email-Eu,0.2331401834452351,0.4114364288922941,0.7516509495204792,0.8781658977599279,0.8452010994546553,0.9281598388325312
hedge-5_negtype-tailed-10_seed-9_cn,email-Enron,0.2656631049573239,0.3192603830509145,0.7383432539682541,0.8298611111111112,0.8350622561356387,0.9378472222222224
hedge-5_negtype-tailed-10_seed-9_gm,email-Eu,0.9298165895571712,0.9298165895571712,0.9227941176470588,0.9227941176470588,0.9298165895571712,0.9227941176470588
hedge-5_negtype-tailed-10_seed-9_gm,email-Enron,0.9432636887608068,0.9432636887608068,0.9375,0.9375,0.9432636887608068,0.9375
hedge-5_negtype-tailed-10_seed-9_hm,email-Eu,0.4328412587886889,0.7932912020516126,0.8570575684658794,0.923902901360662,0.8017798148200859,0.9303281774746388
hedge-5_negtype-tailed-10_seed-9_hm,email-Enron,0.5508498489215978,0.9064546138100352,0.8910714285714286,0.9862103174603174,0.9042593696408024,0.9856150793650792
hedge-5_negtype-tailed-10_seed-9_jc,email-Eu,0.208874975813719,0.2560739842182396,0.7497238860229201,0.7971513303673442,0.4861496801339712,0.8643089144133226
hedge-5_negtype-tailed-10_seed-9_jc,email-Enron,0.35380593955870115,0.3853214394606779,0.8408730158730159,0.8489087301587301,0.50380251996076,0.8943452380952381
hedge-5_negtype-tailed-2_seed-9_aa,email-Eu,0.803972021398029,0.9152876438419542,0.6620116127631864,0.8317180377686129,0.967306749484881,0.9077002387670936
hedge-5_negtype-tailed-2_seed-9_aa,email-Enron,0.7586757971755259,0.8846042012425971,0.5794270833333333,0.8020833333333334,0.9656948019895016,0.9036458333333334
hedge-5_negtype-tailed-2_seed-9_am,email-Eu,0.9910202119988272,0.99093312091215,0.9738604297807684,0.9735728239635336,0.9917576944943836,0.974978293900586
hedge-5_negtype-tailed-2_seed-9_am,email-Enron,0.920332245293737,0.9486875872034836,0.8020833333333334,0.84375,0.9503290447124594,0.8463541666666667
hedge-5_negtype-tailed-2_seed-9_cn,email-Eu,0.7969315922743576,0.8846375329991476,0.65480518775776,0.8201134143694377,0.9665530128159532,0.9055404818754068
hedge-5_negtype-tailed-2_seed-9_cn,email-Enron,0.7566925192195779,0.8842931358788193,0.578125,0.81640625,0.9614753224795818,0.8880208333333334
hedge-5_negtype-tailed-2_seed-9_gm,email-Eu,0.9769515061545124,0.9769515061545124,0.9191176470588236,0.9191176470588236,0.9769515061545124,0.9191176470588236
hedge-5_negtype-tailed-2_seed-9_gm,email-Enron,0.978693181818182,0.978693181818182,0.921875,0.921875,0.978693181818182,0.921875
hedge-5_negtype-tailed-2_seed-9_hm,email-Eu,0.9503473670943299,0.9530898215791608,0.8654059040590406,0.8726177555893206,0.9546844471026552,0.8757488604297808
hedge-5_negtype-tailed-2_seed-9_hm,email-Enron,0.963526818118038,0.9949991109530584,0.9114583333333331,0.984375,0.9949991109530584,0.984375
hedge-5_negtype-tailed-2_seed-9_jc,email-Eu,0.7892011737266168,0.8035737778646823,0.6584572389841545,0.6774636422834817,0.844733390299123,0.7257814195789016
hedge-5_negtype-tailed-2_seed-9_jc,email-Enron,0.9194050946608768,0.9282791543326692,0.7864583333333334,0.8046875,0.9380096714394734,0.8255208333333333
hedge-5_negtype-tailed-5_seed-9_aa,email-Eu,0.5040770788396253,0.7294887958861913,0.7295324394463667,0.8701712802768167,0.9117523529189978,0.9264000865051903
hedge-5_negtype-tailed-5_seed-9_aa,email-Enron,0.4340383530178081,0.5272693211349339,0.6461629746835443,0.7294303797468354,0.8723919838346891,0.8825158227848102
hedge-5_negtype-tailed-5_seed-9_am,email-Eu,0.7099955247093963,0.8037150649753032,0.8557076124567473,0.8849749134948097,0.8265123116436076,0.90794723183391
hedge-5_negtype-tailed-5_seed-9_am,email-Enron,0.7956377637462151,0.7606327005143787,0.8643196202531646,0.8401898734177214,0.7665571197672392,0.8366297468354429
hedge-5_negtype-tailed-5_seed-9_cn,email-Eu,0.4946752472230971,0.6734216268725967,0.7253849480968858,0.8615575259515571,0.911681328612294,0.9262262110726645
hedge-5_negtype-tailed-5_seed-9_cn,email-Enron,0.447294195005747,0.5021643406499212,0.6706882911392404,0.7460443037974683,0.8651048314733357,0.888251582278481
hedge-5_negtype-tailed-5_seed-9_gm,email-Eu,0.9506302521008404,0.9506302521008404,0.9308823529411764,0.9308823529411764,0.9506302521008404,0.9308823529411764
hedge-5_negtype-tailed-5_seed-9_gm,email-Enron,0.9443975225225224,0.9443975225225224,0.921875,0.921875,0.9443975225225224,0.921875
hedge-5_negtype-tailed-5_seed-9_hm,email-Eu,0.6635315685361961,0.8627867205392342,0.8141185121107266,0.9094455017301036,0.8645761305131879,0.9114065743944636
hedge-5_negtype-tailed-5_seed-9_hm,email-Enron,0.7715936414355031,0.8940838811380372,0.8453322784810126,0.9117879746835444,0.8948251779399451,0.9117879746835444
hedge-5_negtype-tailed-5_seed-9_jc,email-Eu,0.4540881247013498,0.5003914941268288,0.7093646193771627,0.7505847750865052,0.6702871202359124,0.8236038062283737
hedge-5_negtype-tailed-5_seed-9_jc,email-Enron,0.5227491849056206,0.5451404415029978,0.7126186708860759,0.721123417721519,0.6196048476892323,0.7385284810126582
